Name,Price,Size,Energi (kcal),Energi (kJ),Fett,Varav mättat fett,Kolhydrat,Varav sockerarter,Protein,Salt,Vitamin B12,Vitamin D,Kalcium,Varav fleromättat fett,Varav enkelomättat fett,Vitamin A,Fiber,Vitamin C,Riboflavin,Jod,Pantotensyra,Kalium,Klorid,Fosfor,Molybden,Vitamin K,Natrium,Vitamin E,Magnesium,Selen,Zink,Folsyra,Järn,Vitamin B6,Niacin,Biotin,Tiamin,Varav polyoler,url
"Vaniljyoghurt 2,1% 1000g Valio","36,90 kr","1kg 36,90 kr/kg",74 kcal,311 kJ,2.1 g,1.2 g,9.5 g,9.2 g,3.6 g,0.1 g,0.4 µg,1 µg,120 mg,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/vaniljyoghurt-2-1-1000g-valio/1025047
Mellanmål Cashewnötter Tropisk frukt 145g KESO®,"30,90 kr","0.145kg 213,10 kr/kg",133 kcal,559 kJ,4.3 g,1.4 g,11 g,7.8 g,13 g,0.72 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/mellanm%C3%A5l-cashewn%C3%B6tter-tropisk-frukt-145g-keso/1395608
Halloumi Eko Fontana 200g,"54,00 kr","0.2kg 270,00 kr/kg",296 kcal,1236 kJ,23.5 g,15.5 g,3 g,2.2 g,18 g,2.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/halloumi-eko-fontana-200g/2116789
"Kvarg Mild Persika Passion Laktosfri 0,2% 450g Arla®","29,90 kr","0.45kg 66,44 kr/kg",60 kcal,270 kJ,0.2 g,0.1 g,4.4 g,3.8 g,9.7 g,0.1 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kvarg-mild-persika-passion-laktosfri-0-2-450g-arla/2156804
Lättdryck Citron & lime Koncentrat 2dl BOB,"11,90 kr","1L 11,90 kr/l drickklar",30 kcal,120 kJ,0 g,0 g,6.5 g,6.4 g,0 g,0 g,,,,,,,,12 mg,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/l%C3%A4ttdryck-citron-lime-koncentrat-2dl-bob/1300067
Ost Präst 31% Skivad 135g ICA,"38,90 kr","0.135kg 288,15 kr/kg",380 kcal,1600 kJ,31 g,20 g,0 g,0 g,26 g,1.2 g,,,710 mg,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/ost-pr%C3%A4st-31-skivad-135g-ica/2022185
Fruktdryck Fruit Crush Äpple Jordgubb Passionsfrukt 1000ml God Morgon®,"29,90 kr","1L 29,90 kr/l",29 kcal,121 kJ,0 g,0 g,6.9 g,6.6 g,0 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/fruktdryck-fruit-crush-%C3%A4pple-jordgubb-passionsfrukt-1000ml-god-morgon/2166491
Färskost Vitlök & örter 20% 200g Philadelphia,"29,90 kr","0.2kg 149,50 kr/kg",216 kcal,892 kJ,20 g,13 g,4 g,4 g,5.3 g,1 g,,,,,,,0.4 g,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/f%C3%A4rskost-vitl%C3%B6k-%C3%B6rter-20-200g-philadelphia/1250789
Ost Folke 31% Skivad 150g ICA,"38,90 kr","0.15kg 259,33 kr/kg",380 kcal,1600 kJ,31 g,20 g,0 g,0 g,26 g,1.2 g,,,710 mg,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/ost-folke-31-skivad-150g-ica/2022198
Smoothie Kraft Tropiska frukter 850ml Brämhults,"62,00 kr","0.85L 72,94 kr/l exkl pant",53 kcal,230 kJ,0 g,0 g,12 g,11 g,0.7 g,0.01 g,,2.5 µg,,,,,1 g,80 mg,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/smoothie-kraft-tropiska-frukter-850ml-br%C3%A4mhults/2062843
Juice Apelsin Ekologisk 850ml God Morgon®,"47,90 kr","0.85L 56,35 kr/l exkl pant",41 kcal,171 kJ,0 g,0 g,8.8 g,8.3 g,0.8 g,0 g,,,,,,,,30 mg,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/juice-apelsin-ekologisk-850ml-god-morgon/2018627
Apelsinjuice 2l Bravo,"66,00 kr","2L 33,00 kr/l",45 kcal,180 kJ,0 g,0 g,9 g,9 g,0.7 g,0 g,,,,,,,0.4 g,28 mg,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/apelsinjuice-2l-bravo/1364740
"Kefir Hallon Laktosfri 2,1% 1000g Valio","37,90 kr","1kg 37,90 kr/kg",67 kcal,282 kJ,2.1 g,1.3 g,7.9 g,7.5 g,3.3 g,0.11 g,,1 µg,100 mg,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kefir-hallon-laktosfri-2-1-1000g-valio/1487100
Ärtdryck Vanilla 1l Sproud,"26,90 kr","1L 26,90 kr/l",40 kcal,160 kJ,2 g,0.2 g,3.7 g,3.7 g,1.5 g,0.15 g,0.38 µg,1 µg,120 mg,,,,,,0.21 mg,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/%C3%A4rtdryck-vanilla-1l-sproud/2092305
Torrjäst Söta degar 14g 2st Kronjäst,"11,90 kr","0.028kg 425,00 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/torrj%C3%A4st-s%C3%B6ta-degar-14g-2st-kronj%C3%A4st/1510829
"Färsk mellanmjölk 1,5% 1l Arla Ko®","18,90 kr","1L 18,90 kr/l",47 kcal,195 kJ,1.5 g,1 g,4.7 g,4.7 g,3.5 g,0.09 g,0.4 µg,1 µg,124 mg,,,,,,0.14 mg,,0.5 mg,160 mg,92 mg,139 mg,3.8 µg,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/f%C3%A4rsk-mellanmj%C3%B6lk-1-5-1l-arla-ko/1202091
Smoothie Mango Mania 250ml Froosh,"20,00 kr","0.25L 80,00 kr/l",57 kcal,240 kJ,0.1 g,0 g,13 g,12 g,0.5 g,0 g,,,,,,,1 g,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/smoothie-mango-mania-250ml-froosh/1274567
Veganost Mature Cheddar Flavour Mjölkfri 400g Violife,"61,00 kr","0.4kg 152,50 kr/kg",282 kcal,1174 kJ,21 g,18 g,23 g,0 g,0.2 g,2.2 g,2.5 µg,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/veganost-mature-cheddar-flavour-mj%C3%B6lkfri-400g-violife/2033569
"Mjölkdryck Choklad Protein Laktosfri 0,1% 250ml Ehrmann","21,90 kr","0.25L 87,60 kr/l",56 kcal,239 kJ,0.3 g,0.2 g,5.4 g,5.1 g,8 g,0.15 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/mj%C3%B6lkdryck-choklad-protein-laktosfri-0-1-250ml-ehrmann/2023936
Goudaost skivad 28% 400g ICA Basic,"63,00 kr","0.4kg 157,50 kr/kg",340 kcal,1450 kJ,28 g,19 g,0.5 g,0.5 g,23 g,2 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/goudaost-skivad-28-400g-ica-basic/1411139
Gräddost mild skivad 38% 150g ICA,"37,90 kr","0.15kg 252,67 kr/kg",430 kcal,1750 kJ,38 g,25 g,1.7 g,1.7 g,20 g,1.7 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gr%C3%A4ddost-mild-skivad-38-150g-ica/1500562
Président Brie 200g Delimo AB,"54,00 kr","0.2kg 270,00 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/pr%C3%A9sident-brie-200g-delimo-ab/1024360
"Havredryck Choklad 2,5% 1l Oatly","29,90 kr","1L 29,90 kr/l",71 kcal,296 kJ,2.5 g,0.3 g,10 g,6.5 g,1.4 g,0.12 g,0.38 µg,1.1 µg,120 mg,,,,1.2 g,,0.21 mg,22.5 µg,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/havredryck-choklad-2-5-1l-oatly/2044918
Havredryck iKaffe 3% 1l Oatly,"24,90 kr","1L 24,90 kr/l",61 kcal,257 kJ,3 g,0.3 g,7.1 g,3.4 g,1.1 g,0.1 g,0.38 µg,1.1 µg,120 mg,,,,0.8 g,,0.21 mg,22.5 µg,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/havredryck-ikaffe-3-1l-oatly/1487131
"Drickyoghurt Yalla! Jordgubb Laktosfri 0,5% 350ml Yoggi®","24,90 kr","0.35L 71,14 kr/l",51 kcal,215 kJ,0.5 g,0.3 g,7.9 g,7.6 g,3.1 g,0.1 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/drickyoghurt-yalla-jordgubb-laktosfri-0-5-350ml-yoggi/1506055
Smör Extrasaltat Svenskt 81% 500g Arla,"87,00 kr","0.5kg 174,00 kr/kg",731 kcal,3004 kJ,81 g,52 g,0.7 g,0.7 g,0.6 g,1.8 g,,,,1.9 g,20 g,715 µg,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/sm%C3%B6r-extrasaltat-svenskt-81-500g-arla/1268153
Matyoghurt Familjefavoriter Grekisk 10% 500g Arla®,"27,90 kr","0.5kg 55,80 kr/kg",123 kcal,510 kJ,10 g,6.4 g,3.3 g,3.3 g,4.2 g,0.1 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/matyoghurt-familjefavoriter-grekisk-10-500g-arla/2134898
"Proteinpudding ProPud Chocolate Laktosfri 1,5% 500g NJIE","48,90 kr","0.5kg 97,80 kr/kg",75 kcal,315 kJ,1.5 g,1 g,4.8 g,4.5 g,10 g,0.3 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/proteinpudding-propud-chocolate-laktosfri-1-5-500g-njie/1514205
Ägg Frigående M/L 6-p ICA,"25,90 kr","6 per frp 4,32 kr/st",140 kcal,600 kJ,9.7 g,2.6 g,0.5 g,0.5 g,12 g,0.4 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/%C3%A4gg-frig%C3%A5ende-m-l-6-p-ica/1288064
Dessertkvarg Kesella® Hallon 5% 250g Dreamy Dessert,"24,90 kr","0.25kg 99,60 kr/kg",140 kcal,550 kJ,5 g,3.5 g,14 g,13 g,8.1 g,0.1 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/dessertkvarg-kesella-hallon-5-250g-dreamy-dessert/2092206
Juice Apelsin Nektar 1000ml God Morgon®,"33,90 kr","1L 33,90 kr/l",39 kcal,163 kJ,0 g,0 g,8.8 g,8.6 g,0 g,0 g,,,,,,,,16 mg,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/juice-apelsin-nektar-1000ml-god-morgon/2128879
"Grekisk Yoghurt Mild Vanilj 5,3% 1000g Arla Ko®","38,90 kr","1kg 38,90 kr/kg",97 kcal,406 kJ,5.3 g,3.4 g,8.8 g,8.3 g,3 g,0.07 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/grekisk-yoghurt-mild-vanilj-5-3-1000g-arla-ko/2032489
"Kvarg Mild Persika Passion Laktosfri 0,2% 1000g Arla®","35,00 kr","1kg 35,00 kr/kg",60 kcal,260 kJ,0.2 g,0.1 g,4.4 g,3.8 g,9.7 g,0.1 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kvarg-mild-persika-passion-laktosfri-0-2-1000g-arla/2096739
"Kvarg Hallonsmak 0,2% 150g Lindahls","14,90 kr","0.15kg 99,33 kr/kg",60 kcal,240 kJ,0.2 g,0 g,3.5 g,3.2 g,10 g,0.1 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kvarg-hallonsmak-0-2-150g-lindahls/1470770
Tropisk nektar Koncentrat 2dl ICA,"17,90 kr","1L 17,90 kr/l drickklar",46 kcal,194 kJ,0.1 g,0 g,11 g,11 g,0.5 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/tropisk-nektar-koncentrat-2dl-ica/1410983
Pecorino-ost Pecorino Roma 8 mån 150 g Zeta,"73,00 kr","0.15kg 486,67 kr/kg",410 kcal,1715 kJ,34 g,22 g,0 g,0 g,26 g,4.2 g,,,,1.2 g,6.3 g,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/pecorino-ost-pecorino-roma-8-m%C3%A5n-150-g-zeta/2141547
"Mellanfil Naturell 1,5% 1000g Arla Ko®","19,90 kr","1kg 19,90 kr/kg",45 kcal,192 kJ,1.5 g,1 g,3.8 g,3.8 g,3.5 g,0.09 g,,1 µg,124 mg,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/mellanfil-naturell-1-5-1000g-arla-ko/1447264
"Grekisk Yoghurt Citron 0,2% 1000g Arla®","35,00 kr","1kg 35,00 kr/kg",60 kcal,240 kJ,0.2 g,0.1 g,4.4 g,3.8 g,8.7 g,0.16 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/grekisk-yoghurt-citron-0-2-1000g-arla/2096741
Lättmargarin Omega 3 38% 400g Becel,"31,90 kr","0.4kg 79,75 kr/kg",348 kcal,1425 kJ,38 g,8.8 g,1.1 g,0 g,0 g,1 g,,20 µg,,12 g,17 g,800 µg,,,,,,,,,,,,,,,,,,,,,0.83 µg,,https://handlaprivatkund.ica.se/stores/1004181/products/l%C3%A4ttmargarin-omega-3-38-400g-becel/2044787
"Drickyoghurt Yalla Hallon Blåbär 0,5% 350ml Yoggi®","24,90 kr","0.35L 71,14 kr/l",50 kcal,220 kJ,0.5 g,0.3 g,8.2 g,7.8 g,3.2 g,0.1 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/drickyoghurt-yalla-hallon-bl%C3%A5b%C3%A4r-0-5-350ml-yoggi/1506051
Greek White Block 200g Violife,"43,90 kr","0.2kg 219,50 kr/kg u. spad",305 kcal,1260 kJ,29 g,26 g,11 g,0 g,0 g,1.7 g,2.5 µg,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/greek-white-block-200g-violife/2033567
"Färsk mellanmjölk 1,5% Ekologisk 1l Arla Ko®","19,90 kr","1L 19,90 kr/l",47 kcal,195 kJ,1.5 g,1 g,4.7 g,4.7 g,3.5 g,0.09 g,0.4 µg,1 µg,124 mg,,,,,,0.14 mg,,0.5 mg,160 mg,92 mg,139 mg,3.8 µg,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/f%C3%A4rsk-mellanmj%C3%B6lk-1-5-ekologisk-1l-arla-ko/1390120
"Cottage cheese Mini 1,5% Laktosfri 500g KESO®","51,00 kr","0.5kg 102,00 kr/kg",80 kcal,320 kJ,1.5 g,1 g,2.6 g,2 g,13 g,0.8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/cottage-cheese-mini-1-5-laktosfri-500g-keso/1520950
"Kvarg Persika & Passion 0,2% 900g ICA Basic","41,90 kr","0.9kg 46,56 kr/kg",47 kcal,244 kJ,0.2 g,0 g,3.5 g,3.2 g,10 g,0.1 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kvarg-persika-passion-0-2-900g-ica-basic/2133557
Ägg S/M/L 6-p frigående ICA Basic,"21,90 kr","6 per frp 3,65 kr/st",137 kcal,575 kJ,9.7 g,2.6 g,0.5 g,0.5 g,12.3 g,0.36 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/%C3%A4gg-s-m-l-6-p-frig%C3%A5ende-ica-basic/2106571
Drickkvarg Chocolate Crush 330ml Lindahls,"25,90 kr","0.33L 78,48 kr/l",50 kcal,210 kJ,0.7 g,0.4 g,3.2 g,2.9 g,7.6 g,0.1 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/drickkvarg-chocolate-crush-330ml-lindahls/2141779
"Lättmjölkdryck 0,5% Laktosfri 1l Arla Ko®","24,90 kr","1L 24,90 kr/l",28 kcal,118 kJ,0.5 g,0.3 g,2.4 g,2.4 g,3.4 g,0.08 g,0.4 µg,1 µg,113 mg,,,,,,0.13 mg,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/l%C3%A4ttmj%C3%B6lkdryck-0-5-laktosfri-1l-arla-ko/1354114
Juice Äpple 1l God Morgon®,"35,90 kr","1L 35,90 kr/l",43 kcal,183 kJ,0.5 g,0 g,10 g,9.7 g,0.5 g,0 g,,,,,,,,40 mg,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/juice-%C3%A4pple-1l-god-morgon/1395834
Gruyere 5-6 mån 200g ICA,"95,00 kr","0.2kg 475,00 kr/kg",400 kcal,1660 kJ,32 g,19 g,0 g,0 g,27 g,1.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gruyere-5-6-m%C3%A5n-200g-ica/1500581
Margarin Original växtbaserat 39% 600g Lätta,"32,90 kr","0.6kg 54,83 kr/kg",358 kcal,1474 kJ,39 g,14 g,1.6 g,0.5 g,0.5 g,1.5 g,,20 µg,,8.3 g,17 g,900 µg,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/margarin-original-v%C3%A4xtbaserat-39-600g-l%C3%A4tta/2118486
Cottage cheese 4% Laktosfri 250g KESO®,"26,90 kr","0.25kg 107,60 kr/kg",100 kcal,420 kJ,4 g,2.6 g,1.7 g,1.7 g,14 g,0.8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/cottage-cheese-4-laktosfri-250g-keso/1358288
"Havredryck Barista 2,8% 1000ml Fazer Aito","22,90 kr","1L 22,90 kr/l",62 kcal,256 kJ,2.8 g,0.2 g,7.8 g,3.5 g,1 g,0.1 g,0.38 µg,1 µg,120 mg,,,,,,0.21 mg,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/havredryck-barista-2-8-1000ml-fazer-aito/2128355
Baconost 18% 275g Kavli,"58,00 kr","0.275kg 210,91 kr/kg",200 kcal,850 kJ,16 g,9.6 g,0.7 g,0.3 g,15 g,3.2 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/baconost-18-275g-kavli/1023637
Yoghurt Turkisk Naturell Laktosfri 10% 1000g Salakis,"54,00 kr","1kg 54,00 kr/kg",120 kcal,500 kJ,10 g,6.5 g,4.5 g,4.5 g,3.2 g,0.1 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/yoghurt-turkisk-naturell-laktosfri-10-1000g-salakis/2129172
Yoghurt Original Jordgubb Smultron 2% Laktosfri 1000 Yoggi®,"39,90 kr","1kg 39,90 kr/kg",77 kcal,323 kJ,2 g,1.3 g,11 g,10 g,3.4 g,0.08 g,,0.93 µg,106 mg,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/yoghurt-original-jordgubb-smultron-2-laktosfri-1000-yoggi/2011795
Götene Hushållsost skivad 300 g Arla,"77,00 kr","0.3kg 256,67 kr/kg",343 kcal,1424 kJ,26 g,17 g,0 g,0 g,26 g,1.2 g,,,782 mg,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/g%C3%B6tene-hush%C3%A5llsost-skivad-300-g-arla/2134559
Präst® ost mellan 31% ca 720g Arla Ko®,Ca,"Ca 0.72kg 162,00 kr/kg",384 kcal,1594 kJ,31 g,20 g,0 g,0 g,25 g,1.2 g,1.4 µg,,756 mg,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/pr%C3%A4st-ost-mellan-31-ca-720g-arla-ko/1265125
Gräddfil 12% 5dl Arla Ko®,"30,90 kr","0.5L 61,80 kr/l",132 kcal,553 kJ,12 g,7.8 g,3.3 g,3.3 g,3.2 g,0.08 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gr%C3%A4ddfil-12-5dl-arla-ko/1201705
"Mjölkdryck Caffé latte Protein Laktosfri 0,1% 250ml Ehrmann","16,90 kr","0.25L 67,60 kr/l",52 kcal,211 kJ,0.1 g,0.1 g,4.8 g,4.8 g,8 g,0.11 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/mj%C3%B6lkdryck-caff%C3%A9-latte-protein-laktosfri-0-1-250ml-ehrmann/2033277
Smör- & rapsolja flytande 5dl 80% Arla Köket®,"36,90 kr","0.5L 73,80 kr/l",728 kcal,2993 kJ,80 g,12 g,0.8 g,0.8 g,0.5 g,0.9 g,,20 µg,,20 g,43 g,900 µg,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/sm%C3%B6r-rapsolja-flytande-5dl-80-arla-k%C3%B6ket/2004223
"Lättmjölkdryck Laktosfri 0,5% 1l ICA","21,90 kr","1L 21,90 kr/l",30 kcal,120 kJ,0.5 g,0.3 g,3 g,3 g,3.5 g,0.1 g,0.5 µg,1 µg,120 mg,,,,,,0.14 mg,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/l%C3%A4ttmj%C3%B6lkdryck-laktosfri-0-5-1l-ica/1432245
"Fil Naturell 4,2% 1000g Fjällfil","31,90 kr","1kg 31,90 kr/kg",70 kcal,290 kJ,4.2 g,2.7 g,3.7 g,3.7 g,3.4 g,0.1 g,,1 µg,120 mg,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/fil-naturell-4-2-1000g-fj%C3%A4llfil/2096138
Lätt Crème Fraiche Sötstark Mango 11% 200ml Arla Köket®,"24,90 kr","0.2L 124,50 kr/l",141 kcal,586 kJ,11 g,7.2 g,6.7 g,5.6 g,2.7 g,1.2 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/l%C3%A4tt-cr%C3%A8me-fraiche-s%C3%B6tstark-mango-11-200ml-arla-k%C3%B6ket/2151654
Cream cheese Naturell 9% 200g ICA,"27,90 kr","0.2kg 139,50 kr/kg",130 kcal,500 kJ,9 g,6 g,3 g,3 g,8 g,0.7 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/cream-cheese-naturell-9-200g-ica/1023429
Margarin bredbar 60% 600g ICA Basic,"21,90 kr","0.6kg 36,50 kr/kg",550 kcal,2250 kJ,60 g,19 g,0.5 g,0.5 g,0.5 g,1 g,,19.5 µg,,11 g,27 g,900 µg,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/margarin-bredbar-60-600g-ica-basic/1417849
Sojaprodukt Greek Style Mango Växtbaserat 400g Alpro,"35,90 kr","0.4kg 89,75 kr/kg",84 kcal,354 kJ,3 g,0.5 g,8.4 g,8.1 g,5.2 g,0.26 g,0.38 µg,0.75 µg,120 mg,,,,1.2 g,,0.21 mg,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/sojaprodukt-greek-style-mango-v%C3%A4xtbaserat-400g-alpro/2134415
Pina colada 1l Tropic Dream,"31,90 kr","1L 31,90 kr/l",64 kcal,274 kJ,0.5 g,0.1 g,15 g,15 g,0.5 g,0.14 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/pina-colada-1l-tropic-dream/1460507
Gratängost Riven 150g ICA,"31,90 kr","0.15kg 212,67 kr/kg",340 kcal,1450 kJ,27 g,19 g,1.9 g,0 g,23 g,1.8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/grat%C3%A4ngost-riven-150g-ica/1383648
Mjölk Lång hållbarhet 3% 5dl Arla,"17,90 kr","0.5L 35,80 kr/l",60 kcal,250 kJ,3 g,1.9 g,4.6 g,4.6 g,3.4 g,0.1 g,0.5 µg,1 µg,120 mg,,,,,,0.15 mg,23 µg,,150 mg,95 mg,95 mg,4.7 µg,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/mj%C3%B6lk-l%C3%A5ng-h%C3%A5llbarhet-3-5dl-arla/1284407
Plantgurt Protein Red Berries 200g Alpro,"22,90 kr","0.2kg 114,50 kr/kg",81 kcal,342 kJ,2.2 g,0.4 g,7 g,6.8 g,7.5 g,0.18 g,0.38 µg,0.75 µg,120 mg,,,,1.1 g,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/plantgurt-protein-red-berries-200g-alpro/2142017
Fruktdryck Multivitamin 2l Glocken Gold,"27,90 kr","2L 13,95 kr/l",21 kcal,89 kJ,0.5 g,0.1 g,4.9 g,4.8 g,0.5 g,0.01 g,0.38 µg,,,,,120 µg,,12 mg,,,0.9 mg,,,,,,,1.8 mg,,,,30 µg,,0.21 mg,2.4 mg,7.5 µg,0.17 mg,,https://handlaprivatkund.ica.se/stores/1004181/products/fruktdryck-multivitamin-2l-glocken-gold/1023404
Yoghurt Vanilj Mild 2% 1500g ICA,"38,90 kr","1.5kg 25,93 kr/kg",70 kcal,300 kJ,2 g,1.3 g,8.7 g,8.7 g,3.9 g,0.1 g,,1 µg,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/yoghurt-vanilj-mild-2-1500g-ica/2038421
"Vaniljyoghurt Morotskaka 2,2% 1000g Valio","36,90 kr","1kg 36,90 kr/kg",76 kcal,321 kJ,2.2 g,1.3 g,9.7 g,9.5 g,3.8 g,0.1 g,,1 µg,120 mg,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/vaniljyoghurt-morotskaka-2-2-1000g-valio/2169148
